text,label
sab log tujhe asshole bolte hain yrr,cyberbullying
tu bas time waste karta hai mc yrr,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
tera dimaag kharab hai kya mkc yrr,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
chup reh warna dekh lunga mkc lol,cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
chup reh warna dekh lunga nigga yrr,cyberbullying
tu pura wtf hai samjha kya,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tu pura chutiya hai samjha kya yrr,cyberbullying
chup reh warna dekh lunga chutiya seriously,cyberbullying
tu life me kuch nahi karega son of a bitch fr,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
chup reh warna dekh lunga chutiya fr,cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
online mat aaya kar mkc bro,cyberbullying
positive rehna important hota hai bro,non-cyberbullying
tu pura mc hai samjha kya seriously,cyberbullying
tu pura bc hai samjha kya smh,cyberbullying
tu pura mkc hai samjha kya seriously,cyberbullying
great effort keep learning daily 👍,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
sab log tujhe bkl bolte hain,cyberbullying
kisi ko tu pasand nahi hai mc,cyberbullying
chup reh warna dekh lunga chutiya lol,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
positive rehna important hota hai,non-cyberbullying
tu pura mkc hai samjha kya seriously,cyberbullying
let's focus on improvement together,non-cyberbullying
koi help chahiye ho to bata dena bro,non-cyberbullying
itna bitch kaise ho sakta hai banda smh,cyberbullying
chal nikal yaha se mc smh,cyberbullying
itna bkl kaise ho sakta hai banda fr,cyberbullying
kisi ko tu pasand nahi hai mc,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
sab log tujhe chutiya bolte hain smh,cyberbullying
chal nikal yaha se wtf bro,cyberbullying
online mat aaya kar wtf yrr,cyberbullying
tu pura mkc hai samjha kya yrr,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
tu pura wtf hai samjha kya,cyberbullying
tera dimaag kharab hai kya bkl yrr,cyberbullying
chal nikal yaha se bkc seriously,cyberbullying
tu pura mkc hai samjha kya,cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
itna wtf kaise ho sakta hai banda lol,cyberbullying
tu life me kuch nahi karega randi fr,cyberbullying
let's focus on improvement together,non-cyberbullying
chup reh warna dekh lunga son of a bitch seriously,cyberbullying
tu bas time waste karta hai chutiya lol,cyberbullying
tu life me kuch nahi karega asshole seriously,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
tu life me kuch nahi karega wtf seriously,cyberbullying
itna mkc kaise ho sakta hai banda lol,cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tu bas time waste karta hai bc,cyberbullying
tu life me kuch nahi karega randi bro,cyberbullying
online mat aaya kar bkl fr,cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
kisi ko tu pasand nahi hai chutiya,cyberbullying
tu bas time waste karta hai mkc,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
kisi ko tu pasand nahi hai chutiya seriously,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
chal nikal yaha se mkb,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
itna chutiya kaise ho sakta hai banda smh,cyberbullying
chup reh warna dekh lunga nigga bro,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
tu life me kuch nahi karega bitch yrr,cyberbullying
tu pura mkc hai samjha kya lol,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
chal nikal yaha se mkb yrr,cyberbullying
tu life me kuch nahi karega wtf smh,cyberbullying
sab log tujhe chutiya bolte hain lol,cyberbullying
kisi ko tu pasand nahi hai bc seriously,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tu bas time waste karta hai asshole bro,cyberbullying
chal nikal yaha se bc smh,cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
chup reh warna dekh lunga bc,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
tu pura wtf hai samjha kya seriously,cyberbullying
kisi ko tu pasand nahi hai mkc yrr,cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
tu life me kuch nahi karega bitch seriously,cyberbullying
itna mkc kaise ho sakta hai banda lol,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
sab log tujhe wtf bolte hain bro,cyberbullying
great effort keep learning daily,non-cyberbullying
itna nigga kaise ho sakta hai banda seriously,cyberbullying
kisi ko tu pasand nahi hai bc lol,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
sab log tujhe bc bolte hain lol,cyberbullying
chal nikal yaha se mc yrr,cyberbullying
chup reh warna dekh lunga asshole,cyberbullying
tu life me kuch nahi karega bkc smh,cyberbullying
chal nikal yaha se nigga smh,cyberbullying
tu pura nigga hai samjha kya lol,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
tu life me kuch nahi karega bkc lol,cyberbullying
positive rehna important hota hai,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
tu life me kuch nahi karega wtf seriously,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
sab log tujhe bc bolte hain smh,cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
tera dimaag kharab hai kya bkc yrr,cyberbullying
sab log tujhe asshole bolte hain smh,cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
itna mc kaise ho sakta hai banda seriously,cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
sab log tujhe chutiya bolte hain lol,cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
chup reh warna dekh lunga randi yrr,cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
tera dimaag kharab hai kya bkl smh,cyberbullying
practice se sab better ho jata hai 👍,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
itna chutiya kaise ho sakta hai banda fr,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
tera dimaag kharab hai kya mkc bro,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
online mat aaya kar son of a bitch lol,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
online mat aaya kar wtf seriously,cyberbullying
practice se sab better ho jata hai 👍,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
tu pura bkl hai samjha kya,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
kisi ko tu pasand nahi hai bitch smh,cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
sab log tujhe chutiya bolte hain fr,cyberbullying
online mat aaya kar randi,cyberbullying
kisi ko tu pasand nahi hai bitch bro,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
tu pura mc hai samjha kya bro,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
chup reh warna dekh lunga bkc yrr,cyberbullying
tu life me kuch nahi karega wtf smh,cyberbullying
itna mkc kaise ho sakta hai banda bro,cyberbullying
chup reh warna dekh lunga chutiya lol,cyberbullying
kisi ko tu pasand nahi hai bc bro,cyberbullying
great effort keep learning daily 👍,non-cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
tera dimaag kharab hai kya wtf bro,cyberbullying
sab log tujhe chutiya bolte hain seriously,cyberbullying
tera dimaag kharab hai kya randi smh,cyberbullying
chup reh warna dekh lunga bkl lol,cyberbullying
tu life me kuch nahi karega mc bro,cyberbullying
positive rehna important hota hai,non-cyberbullying
tu pura bkl hai samjha kya fr,cyberbullying
chal nikal yaha se randi seriously,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
chal nikal yaha se nigga smh,cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
online mat aaya kar mkb yrr,cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
sab log tujhe son of a bitch bolte hain seriously,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tera dimaag kharab hai kya wtf seriously,cyberbullying
positive rehna important hota hai,non-cyberbullying
tu pura bkc hai samjha kya yrr,cyberbullying
itna mkb kaise ho sakta hai banda,cyberbullying
tu bas time waste karta hai chutiya fr,cyberbullying
positive rehna important hota hai,non-cyberbullying
tera dimaag kharab hai kya bkl seriously,cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
tu life me kuch nahi karega wtf smh,cyberbullying
great effort keep learning daily bro,non-cyberbullying
tu life me kuch nahi karega bkc yrr,cyberbullying
itna randi kaise ho sakta hai banda,cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
tera dimaag kharab hai kya bkc fr,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
online mat aaya kar bkl lol,cyberbullying
sab log tujhe bkl bolte hain fr,cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
tera dimaag kharab hai kya mkb fr,cyberbullying
tu life me kuch nahi karega mc,cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
kisi ko tu pasand nahi hai bkc smh,cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha yrr,non-cyberbullying
tera dimaag kharab hai kya nigga bro,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
tera dimaag kharab hai kya mc smh,cyberbullying
tu life me kuch nahi karega mkc smh,cyberbullying
itna bc kaise ho sakta hai banda,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
positive rehna important hota hai bro,non-cyberbullying
chup reh warna dekh lunga son of a bitch lol,cyberbullying
chal nikal yaha se mkc seriously,cyberbullying
positive rehna important hota hai,non-cyberbullying
great effort keep learning daily 👍,non-cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
tera dimaag kharab hai kya bkc smh,cyberbullying
itna randi kaise ho sakta hai banda smh,cyberbullying
kisi ko tu pasand nahi hai bkl fr,cyberbullying
chal nikal yaha se nigga lol,cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
tu bas time waste karta hai bkc yrr,cyberbullying
kisi ko tu pasand nahi hai randi,cyberbullying
tu pura bitch hai samjha kya fr,cyberbullying
sab log tujhe mkc bolte hain lol,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
chup reh warna dekh lunga mkc,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
practice se sab better ho jata hai,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
online mat aaya kar mkb,cyberbullying
chal nikal yaha se son of a bitch seriously,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
chup reh warna dekh lunga wtf seriously,cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
positive rehna important hota hai bro,non-cyberbullying
itna bkl kaise ho sakta hai banda lol,cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
chal nikal yaha se mkb bro,cyberbullying
let's focus on improvement together yrr,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
sab log tujhe bkl bolte hain,cyberbullying
sab log tujhe mkb bolte hain,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
kal milte hain project discuss karne bro,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
kal milte hain project discuss karne yrr,non-cyberbullying
sab log tujhe son of a bitch bolte hain lol,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
sab log tujhe bkl bolte hain,cyberbullying
koi help chahiye ho to bata dena bro,non-cyberbullying
